feature_1,feature_2,feature_3,feature_4,feature_5,cluster
-10.268686,1.228608,8.006200,0.195692,5.084853,1
-5.997902,-10.673467,3.185572,2.453020,-1.199244,1
-4.125374,-7.580936,1.640111,-10.650607,-1.159180,3
-12.375425,7.333208,2.015361,-5.910414,-10.605644,2
-5.891159,18.018988,4.439089,-5.180706,-6.239105,0
-7.120024,13.362316,11.418068,4.040344,2.504352,0
-7.866802,-9.594694,6.348982,7.691151,7.129235,1
-13.353517,-3.034194,4.985017,3.754820,3.926849,1
-13.310856,-0.958409,-3.124823,-2.338051,-6.435164,3
-14.071499,-4.242183,3.982802,11.388789,9.561692,1
-11.881766,-12.227053,9.893062,2.920209,5.914602,1
-10.137200,-11.257757,5.721786,4.143130,6.775629,1
-0.676206,4.314887,2.070544,-3.322898,-7.193023,0
-13.890235,7.330169,16.087291,-2.970452,-13.040909,2
-9.690950,-9.884437,-1.093668,-2.007050,8.985710,1
-1.717379,-3.204802,1.868691,-0.031771,-1.367072,1
2.113971,9.312438,1.405195,5.464286,-4.912200,0
-12.267317,0.861407,1.066231,0.425840,-7.142992,2
-6.519763,-12.571162,7.969820,-1.154471,-1.960407,3
-2.167730,11.176264,5.083563,-5.756761,-12.615539,2
6.896588,1.774217,-6.354151,4.173242,-9.389898,0
-4.084540,6.515080,-4.578669,-3.168413,-2.093187,3
-7.295637,-16.361930,11.123803,2.434499,-3.126306,1
-4.947229,6.851495,6.612140,-0.131753,-5.430753,0
-6.500684,2.117690,0.985229,1.807535,2.093162,0
-5.210736,-5.647288,-7.562708,-2.674397,-5.857352,3
-12.532644,5.211885,3.609477,-8.448831,-9.104845,2
-6.722671,0.468865,4.850704,-4.247681,-5.444328,2
-10.742642,16.664500,-0.044176,-2.288625,-9.392805,2
-6.296017,-14.347543,1.297577,9.701556,-5.975614,3
-22.767049,9.415075,8.287959,-1.131867,-11.432980,2
-16.460949,-9.269417,10.052224,-7.763377,-3.228018,3
-6.144884,7.776693,4.267712,5.076530,-5.991122,0
-9.116719,-2.433246,7.662800,6.286169,6.585116,1
-10.231175,1.494769,-6.252752,-3.437168,-4.005280,3
-15.344894,-9.330026,2.380567,-3.495646,5.060922,1
-12.361485,-16.038582,15.296048,-2.212507,-0.795510,1
-13.615741,-13.696398,13.325592,-1.262171,-1.073103,1
-9.333872,10.264905,7.868619,-6.869229,1.085817,2
-4.994608,-8.984642,12.953774,1.765332,-4.703711,1
2.956602,-4.432311,-5.700135,9.118118,3.796795,3
-7.753833,4.037755,3.889785,-2.046077,-6.772399,3
-9.402523,-3.210242,8.438263,2.115913,-9.880460,3
-4.396613,-11.164880,6.793781,15.244017,-3.353400,1
-17.171523,16.782869,0.809955,-4.669340,-11.850013,2
-8.245996,-4.533800,-1.493270,-7.281252,-6.174913,3
-1.470759,10.372180,-1.743864,-3.432113,-1.613863,0
-6.425464,7.403979,8.707465,-4.181152,-5.742328,0
-2.681040,2.936884,10.097392,-8.268092,-5.046065,2
-7.954715,-10.378499,11.221826,8.573844,11.139871,1
-9.027137,-8.226840,10.040013,2.266601,4.364410,1
-2.959327,2.962379,-0.336738,-8.671214,-1.171606,2
-15.993631,8.742812,3.485206,5.454202,2.365153,0
-14.018803,1.438331,11.474250,10.198008,-8.124807,0
-7.321598,6.424377,-8.663283,-6.617649,3.311741,3
-7.545316,-9.047001,6.645131,-6.184627,3.966926,3
-4.231646,-9.190822,9.756031,2.344672,-5.715881,1
-5.742062,3.606546,13.075587,6.381368,-6.919490,0
-6.864879,-6.653637,13.276754,6.770071,-3.263038,1
-8.549207,-2.972705,9.171734,1.485790,6.400036,1
-18.770953,2.469672,2.185246,-7.396208,-9.551979,3
-12.797618,-1.053204,2.748146,-10.710181,-9.984336,3
1.981148,-0.532032,5.038042,-0.988760,6.505323,1
-14.686632,9.280436,5.777082,-4.626678,-8.211135,2
-1.575364,5.237371,1.582290,-5.060136,-11.495793,0
-1.079871,10.686570,7.932600,12.024192,-7.764363,0
5.910887,-11.659566,8.246279,9.732850,14.191916,1
-9.516945,4.628500,4.613671,-2.321626,-5.834028,2
-16.086216,13.546859,10.705836,-11.494534,-2.269612,2
-5.310103,12.750754,7.691730,1.868662,-6.292990,0
-9.870039,-7.476024,-0.058198,-5.844311,0.034501,3
-10.491684,-7.106569,-3.581750,-6.692274,6.448440,3
3.825358,5.475939,6.858976,5.846340,-11.514280,0
1.426225,14.807264,0.536467,6.790050,-4.815723,0
5.633880,2.113779,-3.877033,1.695431,-4.959300,0
-5.506073,9.040505,4.874782,-0.277158,-3.765378,0
-4.770729,-3.105111,-3.279635,5.775243,-2.950626,0
-21.582053,-5.558824,8.297204,1.928756,2.218859,1
-7.626230,6.853379,6.520981,-14.598597,-9.837066,2
3.123628,7.669843,-0.892751,14.839969,-6.583535,0
-5.635182,-0.452322,11.111840,-11.809077,-2.709680,2
-7.183414,-12.380362,-0.245049,-6.993398,-3.759228,1
-10.696715,0.491883,4.100805,-5.942470,2.601797,3
-13.778200,-11.971914,11.635490,6.787925,6.726879,1
-6.191444,3.654227,9.980415,-3.440261,-14.992534,2
0.041254,-6.018782,10.297295,6.289378,7.956095,1
3.427408,-2.796497,12.443836,4.984935,8.053257,1
-14.768632,-12.884618,-6.282109,-4.906204,5.590878,3
-3.268123,11.955872,6.044838,-1.140328,-7.920238,0
-11.655722,-6.720332,17.636148,-3.315364,4.282549,1
-12.212776,-1.477354,6.404584,1.043441,-5.188038,3
-16.476398,6.574327,11.755769,4.688996,-14.293417,2
-3.858572,4.120468,2.418413,3.859672,-3.094684,0
-1.280959,9.502629,7.802357,-12.054042,-9.445308,2
-4.812391,14.299897,6.357970,-6.842031,-5.259207,0
3.154534,-3.131686,5.612782,-0.484666,-10.859044,3
-10.412996,-3.524440,4.803309,-0.665798,-12.060400,3
6.921732,9.887175,5.927631,1.600940,-16.473483,0
-6.503280,12.816044,-0.180926,0.306502,-5.057248,2
-3.269777,5.166617,9.366250,-4.754166,-5.043400,2
0.466588,4.923183,15.101815,-3.056917,-12.950570,0
-9.174531,-3.444924,7.130981,1.159164,8.579751,1
-4.776360,-13.363402,10.571504,5.092123,-6.161394,3
-12.634911,9.946558,1.330947,6.235336,-10.842231,0
-7.153586,-2.854688,-4.471665,-6.440494,-11.118130,3
-0.585754,15.592929,7.697150,-8.211399,-2.327888,2
-0.794317,-1.231747,12.315077,-0.135801,6.180102,1
-6.928485,9.782912,4.930922,-3.741682,-5.090690,0
-1.229049,13.927741,12.967251,7.045020,-16.083998,0
5.243305,4.022516,9.561491,0.903225,-7.126946,0
-1.991890,11.952157,11.801756,-9.042391,-2.090875,2
6.094040,-2.591279,6.872082,-2.119672,-1.508621,3
-3.290679,-10.500815,4.375268,-6.372185,-7.937593,3
-12.705359,7.667252,8.227590,9.484955,-6.509153,0
-7.898011,-11.746732,2.249739,-1.224087,-1.958250,1
-12.129011,8.659295,4.382611,1.509120,-4.729777,2
-1.426905,9.242145,1.381877,12.692890,-3.710032,0
-11.434696,10.115139,-2.232323,-3.709954,-11.510358,2
-6.545156,-6.258632,-0.489206,-0.622963,8.132775,1
-12.519043,-3.368113,7.138333,0.204823,-7.207934,3
-7.487838,12.432450,16.931571,-11.407660,-3.995340,2
-4.585637,12.178195,15.993343,2.882501,-5.638524,0
0.082217,-10.088560,8.766991,3.323909,3.489908,1
-8.626398,-10.446503,17.707263,3.931977,6.311660,1
8.010105,-12.258151,5.788771,-2.225108,-0.315816,3
-8.704206,6.664797,5.290577,2.614043,0.338805,2
-9.946306,1.808828,4.863707,-1.301302,-3.487476,2
-12.024453,6.019657,6.819615,-11.189447,-11.792626,2
-8.863871,9.517712,4.891782,2.063849,-10.455644,2
-10.309695,-1.793185,6.892722,-12.445194,-1.661693,3
-5.547045,-6.847811,1.616211,2.211949,-14.425124,3
-8.132408,1.343715,11.028263,3.634740,-10.622060,0
-14.374065,11.117136,6.405591,-5.589233,-10.155977,2
4.276391,-5.648072,9.827745,-6.982988,1.448083,1
5.652859,1.863579,2.439656,2.626873,0.326739,0
-12.766099,18.092454,5.042639,3.409567,-2.292742,2
-5.286583,5.827350,10.584961,9.075691,-9.733359,0
-0.551570,-13.169202,12.170809,4.158272,0.930315,1
-10.390068,-12.152832,0.310497,10.770184,-2.057865,1
-3.140558,-14.202043,8.519757,12.392714,-0.435471,1
-6.709692,-12.688194,8.492452,-5.757178,5.815853,1
-12.329747,10.198288,9.157766,-0.166224,0.878995,2
-5.186536,1.456435,1.616827,3.158988,-5.662828,3
-4.841117,-0.721854,5.785720,0.477000,-3.434970,3
1.966768,12.190145,9.887642,-0.703006,-0.292657,0
3.879127,6.056429,7.375366,0.962206,-7.968033,0
-17.626615,10.321900,16.766884,-5.719219,-7.313696,2
-12.876149,7.300848,2.782675,-5.064389,-10.768711,0
-1.899149,21.814709,4.159579,7.719536,-10.395509,0
-8.744275,-0.203509,5.325342,3.145724,8.824406,1
-6.666245,19.280400,-1.172355,2.332845,-5.841721,2
-7.177976,11.241863,8.617839,-15.391581,-7.757918,2
-8.819764,-7.825173,-3.303387,-10.216442,-1.817705,3
-10.087918,16.751812,13.619267,-1.090774,-8.818135,0
-0.877601,-6.229853,-0.254575,-8.526859,-6.798729,3
-0.379167,-2.852285,5.630060,4.168402,-6.995155,3
-1.063354,21.290787,1.451179,-0.681815,-9.995330,0
-2.267424,14.382491,8.052035,3.039885,-4.502973,2
-2.601763,7.570993,6.253472,-2.162985,-4.282895,0
-8.177946,-18.450096,-1.378982,-6.553819,-12.331796,3
-17.217235,-3.022772,7.639417,-8.731760,-7.105056,3
-8.027521,-2.064850,-0.123535,0.927928,-6.660077,3
-0.776957,5.614163,5.801147,3.438532,-10.451384,0
-3.618495,-16.720289,14.706225,8.922757,1.033638,1
-11.375537,8.496239,13.513095,-16.812527,1.303668,2
-11.464292,7.809622,13.057072,-2.964762,-11.920790,2
-7.399194,-1.434159,-2.181455,1.196398,5.500353,3
-9.079029,17.143298,0.453317,-13.090844,-5.539696,2
-14.060559,4.034040,3.365485,5.636874,-10.886056,3
-3.483108,-2.937746,0.000903,0.818777,-16.836648,3
-13.665836,-6.422166,5.371691,1.217041,0.716693,3
3.281357,12.972600,7.760478,5.114897,-6.940861,0
-9.159874,4.771074,7.925772,-10.229949,-8.404005,2
1.308247,0.522365,4.299362,-1.060670,-2.233857,3
-14.270842,6.059299,8.109816,-6.689863,-17.554657,2
-3.463188,-10.296677,-5.946409,0.102478,-3.447811,3
-10.852251,-11.659958,1.785009,4.158287,-1.799578,3
-10.402275,9.602793,1.637916,-2.049096,-8.929568,2
-7.996212,-4.382089,-2.151532,-8.933451,-2.567451,3
-1.728692,-7.644382,6.028312,1.040551,3.803445,1
-6.595044,-7.495366,14.965865,4.561479,6.852932,1
6.752193,8.946800,-0.648676,6.085894,-12.983845,0
-3.108653,-2.893761,10.865042,3.779541,9.512203,1
-5.643027,9.817330,13.701149,-3.704404,-10.668940,2
-6.601434,-8.826673,6.104418,10.239104,-3.194760,3
-8.393979,-2.629160,-0.708197,-1.321699,-5.803472,3
-10.201855,9.865059,0.997834,6.305166,1.218470,2
-2.896581,3.417549,-5.062773,-1.540228,-6.832690,3
-6.874082,-12.923771,10.619751,6.710151,-3.876348,1
-4.574510,-13.806281,0.729803,8.127735,-8.914881,3
-8.174090,-0.845092,10.128120,0.544899,7.646224,1
-11.920787,12.600596,5.696337,-4.132933,-12.101958,2
-11.872037,-7.329368,11.153924,8.156966,3.660681,1
-0.004612,4.126510,5.136540,5.730105,-15.226654,0
-1.521200,19.390590,1.193940,10.652989,-5.890073,0
-6.811264,7.091508,9.671343,-0.911290,-2.701167,0
-5.421641,3.873883,7.751560,0.336578,-8.929482,2
-1.388735,9.077248,5.128259,-1.891879,-6.757076,0
-11.263999,11.109886,14.419655,-1.483338,-4.289173,2
0.530285,9.947332,2.407711,2.943620,-1.511468,0
-5.665289,9.301895,5.334399,-5.640888,-3.627905,2
-5.543103,-9.401997,-6.889496,-5.057957,1.784079,3
-0.800418,18.395140,9.391998,-0.911349,-11.371701,0
-12.631259,6.753309,1.366065,0.362198,-7.657773,2
-7.168927,3.886736,10.055650,-3.710181,-7.902543,2
1.996445,-14.806512,11.919294,7.025212,0.808351,1
-12.598741,-8.295529,7.157373,0.981716,3.518764,1
-2.054132,4.332249,5.848181,-5.009112,-2.368331,3
-6.614852,2.179699,-9.260381,-0.643160,-13.265313,3
-3.566164,-6.656157,10.112358,-5.234174,-12.621332,3
-3.740360,8.251243,6.431468,-13.408755,-3.792227,2
6.479235,12.218500,1.783984,4.836084,0.117150,0
-5.471167,4.694332,4.882487,-2.181581,-5.527343,0
-13.151557,-7.370538,0.540614,4.354450,3.983244,1
-2.801424,-4.535960,4.408136,1.186692,5.574351,1
-7.272386,10.384658,8.205396,2.746569,-1.005785,2
-13.259179,9.808175,8.935255,1.525894,-2.840968,2
-9.938955,-9.023512,5.177012,-1.439805,-2.870136,1
5.584888,-8.868682,11.515977,2.431447,3.667003,1
-8.475379,-12.818457,12.703559,2.128858,13.667405,1
-8.647717,-5.972288,6.264632,-10.709808,-6.118021,3
-7.848407,-12.422439,-2.009160,1.608897,3.552714,1
-11.969414,13.770143,7.961659,-4.785268,-2.109011,2
-8.961308,-3.026405,2.497536,-0.705774,-4.562634,3
-9.254628,-4.481841,0.593625,2.654198,13.856097,1
-11.208740,2.602385,3.818642,-4.125704,0.833707,3
4.867583,13.302584,3.840186,1.878089,-11.892274,0
-3.311305,7.603039,-6.902092,4.935067,1.556787,3
-0.795571,11.298052,7.488715,4.211712,-3.666013,0
-7.401062,11.055550,-3.873039,7.118948,-4.516640,0
-12.315853,0.553333,4.959898,7.787001,-6.223850,3
-14.171207,-2.181605,13.052911,-10.561488,-4.336820,3
-5.393608,6.311931,3.857344,-11.253989,-4.165995,2
-8.117189,8.226158,2.730024,-9.205923,-10.944460,2
-3.816240,-14.105406,4.204678,11.592457,3.208040,1
-2.937175,-7.977167,0.249982,-2.162900,-2.521161,3
-6.978299,-6.075878,8.443094,8.843002,4.787574,1
-13.036949,6.932583,13.867013,-12.035752,-2.297475,2
5.136968,-9.126422,8.329018,7.275572,9.689081,1
-6.343929,-6.861513,-4.965690,2.812657,0.393441,3
-10.731310,4.426450,-6.162815,-6.708357,5.699576,2
4.026516,0.976870,5.563048,3.272584,-2.970513,0
-7.747604,-5.419454,-5.552256,0.583794,-2.918049,3
-2.869248,14.031951,6.448059,-1.252429,-5.072649,0
-20.008875,18.021680,5.211615,-4.316573,-6.591062,2
-10.115730,-14.864764,6.468090,3.430829,-3.917112,3
-2.417028,10.752195,1.941080,-1.918354,-5.900401,0
-4.686376,2.349058,-1.745994,-4.822351,-14.020033,3
-8.426155,-12.599110,8.919395,8.724552,-5.214411,1
-8.085938,12.509233,0.954687,-0.557659,-6.742322,2
3.168631,13.784295,7.896835,0.396823,-3.084781,0
-12.910989,-2.510109,-10.167849,3.702087,-4.966186,3
-6.495850,-9.962608,4.073510,2.865574,6.371155,1
-7.982510,-4.973490,-2.643541,-2.801294,2.917240,3
-4.475892,9.158010,11.032138,2.928665,-6.647444,0
-16.289355,-11.581952,7.787747,2.821582,-0.976924,1
-1.442832,-14.443390,6.263080,5.570647,-5.686320,3
-6.670975,11.371364,1.878764,5.137829,-5.865012,0
-7.470452,-19.447602,4.284413,8.507273,4.047111,1
-6.554695,8.482214,9.321381,-1.314941,-7.966839,2
-12.621812,10.454616,12.649248,-8.212730,-15.746264,2
-7.012716,-13.247701,6.508188,-1.702213,0.785560,1
-1.163239,12.212601,2.249781,4.182088,-9.018355,2
-6.037805,-2.250340,2.290810,7.721693,10.747027,1
-0.748921,2.756589,11.858702,1.562414,-1.293148,0
-7.642459,-5.297784,12.107034,-1.907647,-2.494713,1
-2.684140,17.868289,1.505044,11.035412,-3.340868,0
2.334027,5.504021,3.001568,0.012629,-14.197202,0
-15.223030,-6.842212,10.559503,-0.393632,12.031385,1
-10.503319,7.005329,3.347665,-4.264341,-7.232343,3
-1.517573,-10.663091,3.127475,-3.201746,-5.670331,1
-10.195207,0.235804,4.997122,0.895027,1.742051,3
-19.853868,-7.064578,-1.946241,1.805535,-4.062263,3
-10.245673,13.528433,4.465032,-13.786103,2.384419,2
-4.927352,8.215421,12.326954,-11.284685,-10.486071,2
-3.226543,13.060658,8.092471,-14.027655,-11.163732,2
-8.036449,-1.773572,0.880911,-4.330157,-5.003574,3
-3.287584,14.853196,5.911983,3.661183,-8.939012,0
-5.701273,11.731552,14.253884,-10.497800,2.373315,2
-16.061136,-6.298371,1.806690,-8.742153,6.104345,1
-6.500083,-6.144548,2.720155,2.869104,-2.907121,1
-9.468477,-3.689042,0.751118,-3.870021,-11.037745,3
-2.533348,-4.387449,2.593178,-5.680514,2.221907,3
-2.332880,5.515659,5.709778,1.411529,-7.984475,0
-6.739204,-8.883923,12.753001,4.395791,4.036317,1
-3.517241,0.661082,6.660354,-2.850346,9.696855,1
-2.073962,7.519249,5.098683,-7.964675,-7.977987,0
-7.641774,9.679134,1.139275,7.948403,-14.495562,0
-6.582276,2.178923,-4.832052,-8.505902,-12.467063,2
-10.275169,11.350521,6.132744,-4.426406,-9.277294,2
-1.464880,-0.784064,-2.001051,2.957476,-3.187294,0
5.872989,10.648923,3.544376,6.120198,-17.935304,0
1.988802,10.550784,8.704189,5.121314,-11.024602,0
-6.487927,-3.825071,2.858280,-8.195391,-1.212581,3
-7.271867,9.615770,9.439550,-18.401018,-7.846538,2
-2.992763,6.289691,6.635559,1.784996,-1.363118,0
-5.775047,-4.810622,2.474228,2.103179,-0.502229,3
-10.616168,-20.959529,11.743750,5.706520,2.754814,1
-7.436240,-13.357866,3.645873,8.202766,9.618002,1
-13.989163,-1.331659,5.710124,0.768135,10.802422,1
-0.371403,-1.030772,7.483544,-1.744789,6.461312,1
9.883555,7.624426,-0.412117,-1.892785,0.802490,3
-21.122823,-3.094499,-1.375046,0.210096,-1.436898,1
-11.845524,12.445587,-3.423701,-0.386490,-1.434874,0
-13.928640,-18.075933,-1.760666,1.397604,1.825892,3
-8.635132,14.104750,1.486233,-3.763583,2.683031,2
-1.173946,13.462440,5.051299,7.300572,-9.466069,0
-7.102457,3.993582,0.800891,1.799745,-5.708554,0
-21.361386,1.603546,6.625575,7.563214,-1.038078,1
1.853089,12.265292,4.144000,11.206355,-12.230051,0
-0.381910,4.179405,4.401322,1.955157,-12.671451,0
-8.911344,17.788257,-5.769768,10.455452,-5.824540,0
-3.344788,9.747855,10.672424,-2.111509,-5.036261,0
-7.277447,19.519745,-0.167017,-4.804687,-9.673412,2
-9.559927,-4.798039,9.159959,11.213219,3.044122,1
-2.312186,-12.854223,14.786966,0.666682,4.054615,1
0.399219,-1.303902,0.005552,10.001074,0.269768,3
-12.117044,4.103659,14.057170,4.059718,-6.345022,2
-11.866008,4.951993,11.425356,-1.372984,0.999853,2
2.266514,4.085656,7.160111,-0.678118,-10.843991,0
-9.880855,0.979293,-6.363587,6.682805,-0.034269,3
-9.392744,-1.459117,-1.295018,-2.058086,-0.477151,3
-8.201425,16.201490,0.104751,-20.850779,-5.444253,2
-14.333265,-10.001569,1.292441,-5.825037,-1.607345,3
-16.708096,8.064935,4.502631,-2.810451,-14.354122,2
-6.577719,9.758381,5.587808,-10.512810,-5.976098,2
-0.001576,-9.588606,7.951405,1.156941,4.239347,1
-10.320861,2.423851,12.232350,0.398143,-8.335577,1
-6.889454,-7.939988,-1.443371,-3.429178,-6.563645,3
-14.063659,12.384338,1.907113,-3.437186,-13.199190,2
-1.919898,-9.713127,3.544797,4.704849,-0.330888,1
-14.663019,-10.978904,14.827322,6.273409,2.418191,1
